"customer_number","customer_key","full_name","age","age_bracket","customer_tier","total_orders","unique_products","total_items","total_revenue","last_purchase","months_since_last","tenure_months","avg_order_value","avg_monthly_spend"
AW00014878,3879,Marcus Murphy,53,"50+",New comer,1,4,4,126,2013-04-21,0,0,126.00,0
AW00014879,3880,Andrea Richardson,52,"50+",Standard,2,5,5,1612,2013-10-21,6,24,806.00,67.17
AW00014880,3881,Jessica Ross,66,"50+",Standard,2,2,2,1819,2013-06-21,10,20,909.50,90.95
AW00014881,3882,Eric Griffin,55,"50+",Standard,2,3,3,1854,2013-10-23,6,23,927.00,80.61
AW00014882,3883,Kathryn Nara,60,"50+",Standard,2,3,3,1854,2013-11-14,5,23,927.00,80.61
AW00014883,3884,Gabrielle Barnes,61,"50+",Standard,2,3,3,1828,2013-11-07,6,24,914.00,76.17
AW00014884,3885,Kristi Torres,66,"50+",Standard,2,5,5,1883,2013-10-31,6,23,941.50,81.87
AW00014885,3886,Judith White,65,"50+",New comer,1,2,2,1155,2013-10-04,7,0,1155.00,0
AW00014886,3887,Sydney Powell,59,"50+",New comer,1,1,1,540,2013-03-25,1,0,540.00,0
AW00014887,3888,Lauren Wilson,65,"50+",New comer,1,4,4,87,2013-04-07,1,0,87.00,0
AW00014888,3889,Jasmine Russell,59,"50+",Standard,2,4,4,1897,2013-12-06,5,24,948.50,79.04
AW00014889,3890,Drew Kumar,54,"50+",New comer,1,1,1,22,2013-10-07,7,0,22.00,0
AW00014890,3891,Wyatt Adams,65,"50+",New comer,1,1,1,22,2013-06-14,10,0,22.00,0
AW00014891,3892,Kyle Hayes,60,"50+",Standard,2,3,3,1498,2013-10-14,6,23,749.00,65.13
AW00014892,3893,Savannah Sanders,64,"50+",Standard,2,2,2,1468,2013-10-14,6,23,734.00,63.83
AW00014893,3894,Gabrielle Diaz,64,"50+",New comer,1,2,2,839,2013-10-04,7,0,839.00,0
AW00014894,3895,James Baker,63,"50+",Standard,2,3,3,1503,2013-10-04,7,22,751.50,68.32
AW00014895,3896,Connor Hernandez,58,"50+",Standard,2,3,3,1503,2013-10-09,7,23,751.50,65.35
AW00014896,3897,Alexia Flores,64,"50+",Standard,2,4,4,1588,2013-10-18,6,23,794.00,69.04
AW00014897,3898,Hunter Moore,63,"50+",New comer,3,11,11,196,2013-09-29,7,6,65.33,32.67
AW00014898,3899,Katelyn Edwards,63,"50+",New comer,1,4,4,42,2013-12-02,5,0,42.00,0
AW00014899,3900,Rodney Dominguez,63,"50+",New comer,1,1,1,5,2013-06-13,10,0,5.00,0
AW00014900,3901,Rachel Lewis,63,"50+",New comer,1,2,2,839,2013-10-12,7,0,839.00,0
AW00014901,3902,Katherine Richardson,57,"50+",New comer,1,2,2,7,2013-02-10,3,0,7.00,0
AW00014902,3903,Arianna Diaz,63,"50+",Standard,2,3,3,1538,2013-10-01,7,22,769.00,69.91
AW00014903,3904,Amanda Morgan,63,"50+",New comer,1,3,3,62,2013-04-14,0,0,62.00,0
AW00014904,3905,Spencer Powell,63,"50+",New comer,3,11,12,468,2013-12-01,5,4,156.00,117.00
AW00014905,3906,Ricardo Shen,63,"50+",New comer,1,2,2,164,2013-09-19,7,0,164.00,0
AW00014906,3907,Robert Washington,62,"50+",New comer,3,9,9,190,2014-01-14,3,4,63.33,47.50
AW00014907,3908,Sheena Anand,63,"50+",New comer,1,3,3,127,2013-08-30,8,0,127.00,0
AW00014908,3909,Morgan Mitchell,52,"50+",New comer,1,2,2,40,2013-04-21,0,0,40.00,0
AW00014909,3910,Benjamin Bryant,63,"50+",New comer,1,1,1,5,2013-02-24,2,0,5.00,0
AW00014910,3911,Caitlin Murphy,61,"50+",New comer,1,2,2,839,2013-10-27,6,0,839.00,0
AW00014911,3912,Shelby Watson,57,"50+",New comer,1,4,4,868,2013-10-19,6,0,868.00,0
AW00014912,3913,Emma Taylor,62,"50+",Standard,2,4,4,1547,2013-10-13,6,23,773.50,67.26
AW00014913,3914,Chloe Roberts,56,"50+",Standard,2,5,5,1533,2013-10-18,6,22,766.50,69.68
AW00014914,3915,Arianna Gray,51,"50+",Standard,2,4,4,1592,2013-10-24,6,22,796.00,72.36
AW00014915,3916,Katherine Howard,51,"50+",Standard,2,3,3,1538,2013-10-28,6,22,769.00,69.91
AW00014916,3917,Paige Washington,55,"50+",New comer,1,2,2,27,2013-02-12,3,0,27.00,0
AW00014917,3918,Adrian Morgan,56,"50+",New comer,1,3,3,64,2013-07-08,10,0,64.00,0
AW00014918,3919,Mariah Howard,55,"50+",New comer,1,2,2,13,2013-08-04,9,0,13.00,0
AW00014919,3920,Erik Torres,55,"50+",New comer,1,2,2,7,2013-04-30,0,0,7.00,0
AW00014920,3921,Jason Hill,54,"50+",New comer,1,1,1,5,2013-04-19,0,0,5.00,0
AW00014921,3922,Sara Watson,49,"40s",New comer,1,2,2,7,2013-02-20,2,0,7.00,0
AW00014922,3923,Paige Perry,54,"50+",New comer,1,1,1,5,2013-11-24,5,0,5.00,0
AW00014923,3924,Andy Blanco,51,"50+",New comer,1,3,3,15,2013-10-27,6,0,15.00,0
AW00014924,3925,Cynthia Sai,45,"40s",New comer,1,2,2,40,2013-03-13,1,0,40.00,0
AW00014925,3926,Ashley Hughes,51,"50+",New comer,2,2,2,2722,2013-03-29,1,10,1361.00,272.20
AW00014926,3927,Juan Rogers,51,"50+",New comer,2,5,5,3058,2013-03-14,1,9,1529.00,339.78
AW00014927,3928,Chelsea Martinez,51,"50+",Standard,2,4,4,4190,2013-01-24,3,14,2095.00,299.29
AW00014928,3929,Roy Patel,51,"50+",VIP,3,6,6,6706,2013-10-31,6,27,2235.33,248.37
AW00014929,3930,Peter Anand,45,"40s",VIP,3,5,5,6646,2013-11-04,6,27,2215.33,246.15
AW00014930,3931,Cindy Sara,51,"50+",New comer,2,2,2,2722,2013-03-30,1,10,1361.00,272.20
AW00014931,3932,Andres Pal,51,"50+",VIP,3,10,10,6981,2013-06-28,10,13,2327.00,537.00
AW00014932,3933,Pedro Fernandez,47,"40s",New comer,1,4,4,99,2013-08-12,9,0,99.00,0
AW00014933,3934,Ronald Patel,52,"50+",New comer,1,3,3,37,2014-01-26,3,0,37.00,0
AW00014934,3935,Jermaine Sai,41,"40s",New comer,2,5,5,178,2013-11-20,5,0,89.00,0
AW00014935,3936,Rafael Liang,52,"50+",New comer,1,2,2,30,2013-03-10,2,0,30.00,0
AW00014936,3937,Bryan Sanchez,52,"50+",New comer,1,5,5,96,2013-08-15,8,0,96.00,0
AW00014937,3938,Brendan Xu,41,"40s",VIP,3,5,5,6652,2013-11-09,6,28,2217.33,237.57
AW00014938,3939,Mallory Sanz,53,"50+",New comer,2,3,3,108,2013-09-28,7,6,54.00,18.00
AW00014939,3940,Cory Kapoor,52,"50+",VIP,3,7,7,8367,2013-06-27,10,19,2789.00,440.37
AW00014940,3941,Carmen Rana,47,"40s",VIP,3,8,8,8367,2013-07-16,9,20,2789.00,418.35
AW00014941,3942,Emma Patterson,53,"50+",VIP,3,7,7,6865,2013-11-26,5,28,2288.33,245.18
AW00014942,3943,Whitney Madan,53,"50+",New comer,1,1,1,5,2013-07-02,10,0,5.00,0
AW00014943,3944,Lindsay Pal,47,"40s",New comer,1,3,3,37,2013-04-06,1,0,37.00,0
AW00014944,3945,Sebastian Watson,48,"40s",New comer,2,4,4,3040,2013-06-02,11,11,1520.00,276.36
AW00014945,3946,Samantha Lewis,48,"40s",Standard,2,4,4,4260,2013-01-11,4,14,2130.00,304.29
AW00014946,3947,Frederick Vance,54,"50+",Standard,2,4,4,2779,2013-06-14,10,12,1389.50,231.58
AW00014947,3948,Alejandro Chen,49,"40s",VIP,3,6,6,6658,2013-11-07,6,28,2219.33,237.79
AW00014948,3949,Damien Lal,54,"50+",Standard,2,5,5,2787,2013-06-17,10,12,1393.50,232.25
AW00014949,3950,Steve Wu,54,"50+",VIP,3,5,5,6795,2013-12-04,5,28,2265.00,242.68
AW00014950,3951,Maria Hernandez,49,"40s",VIP,3,6,6,6709,2013-12-17,4,29,2236.33,231.34
AW00014951,3952,Katie Rai,55,"50+",Standard,2,3,3,4153,2013-02-05,3,14,2076.50,296.64
AW00014952,3953,Holly Srini,54,"50+",Standard,2,3,3,4153,2013-03-19,1,15,2076.50,276.87
AW00014953,3954,Adrienne Gill,56,"50+",New comer,2,5,5,203,2013-03-22,1,0,101.50,0
AW00014954,3955,Denise Perez,56,"50+",New comer,1,4,4,71,2013-07-19,9,0,71.00,0
AW00014955,3956,Jorge Xu,56,"50+",New comer,2,3,3,104,2013-08-16,8,1,52.00,104.00
AW00014956,3957,Krista Romero,56,"50+",Standard,2,4,4,4145,2013-03-18,1,16,2072.50,259.06
AW00014957,3958,Lacey Shan,50,"50+",Standard,2,4,4,2808,2013-06-16,10,12,1404.00,234.00
AW00014958,3959,Clayton Liang,53,"50+",New comer,1,2,2,29,2013-12-29,4,0,29.00,0
AW00014959,3960,Ross Patel,51,"50+",New comer,1,2,2,40,2013-09-10,8,0,40.00,0
AW00014960,3961,Leonard Pal,48,"40s",New comer,2,4,4,2804,2013-06-02,11,11,1402.00,254.91
AW00014961,3962,Jaclyn Yang,49,"40s",New comer,1,4,4,151,2013-04-07,1,0,151.00,0
AW00014962,3963,Justin Jai,54,"50+",New comer,1,3,3,64,2014-01-23,3,0,64.00,0
AW00014963,3964,Sydney Perry,49,"40s",New comer,1,2,2,40,2013-11-09,6,0,40.00,0
AW00014964,3965,Damien Shen,54,"50+",New comer,1,3,3,49,2013-11-28,5,0,49.00,0
AW00014965,3966,Edwin Zhou,49,"40s",Standard,2,5,5,2754,2013-07-23,9,13,1377.00,211.85
AW00014966,3967,Derrick Vazquez,55,"50+",Standard,2,2,2,2747,2013-07-22,9,13,1373.50,211.31
AW00014967,3968,Bridget Xu,55,"50+",Standard,2,4,4,4194,2013-05-25,11,18,2097.00,233.00
AW00014968,3969,Troy Patel,55,"50+",New comer,1,3,3,49,2013-07-30,9,0,49.00,0
AW00014969,3970,Julio Vazquez,45,"40s",Standard,2,2,2,4118,2013-05-04,0,16,2059.00,257.38
AW00014970,3971,Bruce Chandra,42,"40s",New comer,2,4,4,159,2013-11-27,5,6,79.50,26.50
AW00014971,3972,Susan Zhu,40,"40s",New comer,1,2,2,40,2013-06-03,11,0,40.00,0
AW00014972,3973,Cristina Deng,40,"40s",New comer,1,2,2,57,2013-12-11,5,0,57.00,0
AW00014973,3974,Alicia Jai,40,"40s",New comer,1,2,2,30,2013-02-22,2,0,30.00,0
AW00014974,3975,K. Saravan,40,"40s",New comer,2,6,6,159,2013-12-21,4,8,79.50,19.88
AW00014975,3976,Dalton Scott,56,"50+",VIP,2,6,6,5957,2013-11-04,6,27,2978.50,220.63
AW00014976,3977,Randy Hu,57,"50+",New comer,3,5,5,7041,2013-06-09,11,11,2347.00,640.09
AW00014977,3978,Stacy Carlson,41,"40s",New comer,1,2,2,30,2014-01-17,3,0,30.00,0
AW00014978,3979,Jamie Ortega,41,"40s",Standard,2,6,6,4209,2013-06-17,10,17,2104.50,247.59
AW00014979,3980,Rodney Serrano,41,"40s",Standard,2,5,5,4183,2013-06-02,11,17,2091.50,246.06
AW00014980,3981,Michele Garcia,41,"40s",New comer,1,2,2,57,2014-01-02,4,0,57.00,0
AW00014981,3982,April Raji,41,"40s",New comer,2,4,4,71,2013-05-23,11,0,35.50,0
AW00014982,3983,Kayla Hughes,41,"40s",New comer,2,7,7,153,2013-04-03,1,0,76.50,0
AW00014983,3984,Juan Sanz,41,"40s",New comer,2,4,4,71,2013-11-16,5,6,35.50,11.83
AW00014984,3985,Regina Vance,41,"40s",VIP,3,7,7,6699,2013-12-28,4,29,2233.00,231.00
AW00014985,3986,Jaclyn Zhu,42,"40s",New comer,1,2,2,30,2013-03-14,1,0,30.00,0
AW00014986,3987,Richard Martinez,43,"40s",New comer,2,6,6,117,2014-01-16,3,3,58.50,39.00
AW00014987,3988,Misty Nara,42,"40s",New comer,1,1,1,25,2013-06-07,11,0,25.00,0
AW00014988,3989,Mandy Lu,44,"40s",New comer,2,4,4,71,2013-12-31,4,6,35.50,11.83
AW00014989,3990,Shawna She,43,"40s",New comer,1,3,3,32,2013-06-22,10,0,32.00,0
AW00014990,3991,Nelson Ramos,43,"40s",Standard,2,4,4,4173,2013-06-20,10,18,2086.50,231.83
AW00014991,3992,Edwin Zhao,43,"40s",VIP,3,6,6,6706,2013-12-09,5,28,2235.33,239.50
AW00014992,3993,Dale Andersen,107,"50+",New comer,2,5,5,106,2014-01-05,4,4,53.00,26.50
AW00014993,3994,Sean Morgan,44,"40s",New comer,2,7,7,153,2013-07-17,9,4,76.50,38.25
AW00014994,3995,Seth King,43,"40s",New comer,1,2,2,30,2013-05-30,11,0,30.00,0
AW00014995,3996,Stefanie Malhotra,40,"40s",Standard,2,4,4,2833,2013-07-21,9,12,1416.50,236.08
AW00014996,3997,Ross Gill,44,"40s",New comer,1,1,1,22,2013-06-30,10,0,22.00,0
AW00014997,3998,Angel Cooper,44,"40s",Standard,2,3,3,4143,2013-07-30,9,19,2071.50,218.05
AW00014998,3999,Robert Rodriguez,45,"40s",Standard,2,5,5,3058,2013-08-07,9,14,1529.00,218.43
AW00014999,4000,Arianna Morris,46,"40s",New comer,2,5,6,57,2014-01-06,4,0,28.50,0
AW00015000,4001,Kelli Zhou,46,"40s",New comer,1,2,2,46,2013-02-24,2,0,46.00,0
AW00015001,4002,Autumn Lu,46,"40s",New comer,1,2,2,31,2013-07-19,9,0,31.00,0
AW00015002,4003,Jenny Lin,46,"40s",Standard,2,3,3,2782,2013-08-12,9,13,1391.00,214.00
AW00015003,4004,Dennis Yang,40,"40s",Standard,2,6,6,3048,2013-08-19,8,14,1524.00,217.71
AW00015004,4005,Suzanne Hu,45,"40s",Standard,2,5,5,3073,2013-08-04,9,13,1536.50,236.38
AW00015005,4006,Adrian Cooper,41,"40s",Standard,2,3,3,1503,2013-10-12,7,21,751.50,71.57
AW00015006,4007,Grace Jackson,40,"40s",Standard,2,2,2,2994,2013-07-07,10,19,1497.00,157.58
AW00015007,4008,Jaime Rubio,42,"40s",New comer,3,9,9,210,2013-11-13,5,8,70.00,26.25
AW00015008,4009,Blake Parker,41,"40s",New comer,3,8,9,171,2013-10-26,6,7,57.00,24.43
AW00015009,4010,Chloe Patterson,42,"40s",New comer,1,3,3,37,2013-05-13,11,0,37.00,0
AW00015010,4011,Cory Suri,42,"40s",New comer,1,3,3,81,2013-12-23,4,0,81.00,0
AW00015011,4012,Amber Mitchell,41,"40s",New comer,1,3,3,90,2013-07-09,10,0,90.00,0
AW00015012,4013,Emma Hughes,43,"40s",New comer,1,2,2,40,2013-12-20,4,0,40.00,0
AW00015013,4014,Julia Campbell,42,"40s",New comer,1,2,2,27,2013-05-03,0,0,27.00,0
AW00015014,4015,Warren Liu,64,"50+",New comer,2,6,6,3860,2013-06-12,11,9,1930.00,428.89
AW00015015,4016,Randy Liu,69,"50+",New comer,2,3,3,3804,2013-06-04,11,8,1902.00,475.50
AW00015016,4017,Daniel Clark,39,"30s",Standard,2,3,3,1498,2013-10-09,7,22,749.00,68.09
AW00015017,4018,Amanda Ramirez,39,"30s",Standard,2,5,5,1307,2013-01-20,3,12,653.50,108.92
AW00015018,4019,Felicia Martin,68,"50+",New comer,2,4,4,112,2013-02-25,2,0,56.00,0
AW00015019,4020,Mary Ramos,68,"50+",New comer,2,4,4,73,2013-08-25,8,5,36.50,14.60
AW00015020,4021,Christy Ma,68,"50+",New comer,2,4,4,40,2013-11-19,5,3,20.00,13.33
AW00015021,4022,Lucas Moore,68,"50+",New comer,2,2,2,39,2013-11-21,5,8,19.50,4.88
AW00015022,4023,Latasha Gutierrez,62,"50+",New comer,2,3,3,2999,2013-09-06,8,11,1499.50,272.64
AW00015023,4024,Juan Watson,40,"40s",Standard,2,4,4,3080,2013-07-26,9,19,1540.00,162.11
AW00015024,4025,Nathan Jones,56,"50+",New comer,2,4,4,79,2013-10-31,6,6,39.50,13.17
AW00015025,4026,Kristi Subram,67,"50+",New comer,2,6,6,129,2013-08-30,8,0,64.50,0
AW00015026,4027,Felicia Diaz,67,"50+",New comer,2,2,2,30,2013-08-11,9,3,15.00,10.00
AW00015027,4028,Tommy Jai,66,"50+",New comer,2,4,4,2853,2013-09-14,7,11,1426.50,259.36
AW00015028,4029,Tabitha Alvarez,39,"30s",New comer,2,3,3,3826,2013-06-26,10,8,1913.00,478.25
AW00015029,4030,Alejandro Ye,40,"40s",New comer,2,3,3,3826,2013-06-10,11,8,1913.00,478.25
AW00015030,4031,Jeffery Zheng,39,"30s",New comer,2,4,4,3786,2013-07-16,9,8,1893.00,473.25
AW00015031,4032,Darryl Lin,42,"40s",New comer,2,3,3,41,2013-08-24,8,6,20.50,6.83
AW00015032,4033,Meredith Suarez,43,"40s",New comer,2,3,3,3800,2013-07-28,9,9,1900.00,422.22
AW00015033,4034,Dana Moreno,43,"40s",New comer,2,3,3,3797,2013-07-31,9,9,1898.50,421.89
AW00015034,4035,Hector Suarez,40,"40s",New comer,2,5,5,103,2013-11-24,5,8,51.50,12.88
AW00015035,4036,Jay Mehta,40,"40s",New comer,2,2,2,3772,2013-08-25,8,10,1886.00,377.20
AW00015036,4037,Derek She,40,"40s",New comer,2,3,3,3785,2013-08-14,8,9,1892.50,420.56
AW00015037,4038,Jaime Raji,40,"40s",New comer,2,5,5,3856,2013-08-20,8,9,1928.00,428.44
AW00015038,4039,Cedric Yang,41,"40s",New comer,2,2,2,3750,2013-08-26,8,10,1875.00,375.00
AW00015039,4040,Michele Xie,42,"40s",New comer,2,4,4,79,2013-09-21,7,2,39.50,39.50
AW00015040,4041,George Lopez,42,"40s",New comer,2,3,3,3807,2013-08-25,8,10,1903.50,380.70
AW00015041,4042,Michele Goel,42,"40s",New comer,2,3,3,3826,2013-08-06,9,9,1913.00,425.11
AW00015042,4043,Bryant Perez,42,"40s",New comer,2,3,3,3807,2013-09-09,8,10,1903.50,380.70
AW00015043,4044,Joel Gonzalez,42,"40s",New comer,2,4,4,3846,2013-09-03,8,10,1923.00,384.60
AW00015044,4045,Valerie Hu,42,"40s",New comer,2,5,5,3803,2013-08-29,8,10,1901.50,380.30
AW00015045,4046,Tasha Luo,71,"50+",New comer,1,2,2,49,2013-07-25,9,0,49.00,0
AW00015046,4047,Casey Tang,75,"50+",VIP,2,4,4,5943,2013-12-17,4,28,2971.50,212.25
AW00015047,4048,Meghan Vazquez,58,"50+",VIP,3,6,7,6669,2013-12-19,4,29,2223.00,229.97
AW00015048,4049,Bonnie Yuan,58,"50+",VIP,3,6,6,6690,2013-12-01,5,28,2230.00,238.93
AW00015049,4050,Frank Dominguez,54,"50+",New comer,1,2,2,72,2013-11-26,5,0,72.00,0
AW00015050,4051,Joshua Miller,53,"50+",Standard,2,4,4,4206,2013-06-30,10,18,2103.00,233.67
AW00015051,4052,Harold McDonald,59,"50+",VIP,3,4,4,6650,2013-11-30,5,27,2216.67,246.30
AW00015052,4053,Kari Moreno,54,"50+",New comer,2,3,4,44,2013-11-26,5,9,22.00,4.89
AW00015053,4054,Kurt Andersen,54,"50+",New comer,1,3,3,94,2013-09-17,7,0,94.00,0
AW00015054,4055,Roger Anand,60,"50+",Standard,2,5,5,4155,2013-07-08,10,19,2077.50,218.68
AW00015055,4056,Patrick Torres,60,"50+",Standard,2,3,3,4178,2013-07-19,9,19,2089.00,219.89
AW00015056,4057,Jaime Suarez,60,"50+",VIP,3,9,9,6748,2013-12-01,5,27,2249.33,249.93
AW00015057,4058,Regina Chandra,54,"50+",New comer,2,5,5,115,2013-10-13,6,6,57.50,19.17
AW00015058,4059,Julio Suarez,54,"50+",VIP,3,6,6,6639,2013-12-04,5,27,2213.00,245.89
AW00015059,4060,Lisa Zhu,54,"50+",VIP,3,9,10,6793,2013-12-20,4,28,2264.33,242.61
AW00015060,4061,Max Vazquez,55,"50+",New comer,1,1,1,25,2013-12-29,4,0,25.00,0
AW00015061,4062,Margaret Ma,59,"50+",Standard,2,3,3,2782,2013-07-31,9,13,1391.00,214.00
AW00015062,4063,Jaime Alonso,59,"50+",VIP,3,5,5,6684,2013-12-20,4,28,2228.00,238.71
AW00015063,4064,Kari Malhotra,59,"50+",Standard,2,4,4,4133,2013-08-10,9,19,2066.50,217.53
AW00015064,4065,Erik Rubio,59,"50+",Standard,2,3,3,2992,2013-08-27,8,14,1496.00,213.71
AW00015065,4066,Alejandro Gao,44,"40s",New comer,1,2,2,24,2013-03-02,2,0,24.00,0
AW00015066,4067,Diana Munoz,49,"40s",New comer,1,1,1,25,2013-08-20,8,0,25.00,0
AW00015067,4068,Dana Alvarez,49,"40s",Standard,2,4,4,2804,2013-09-01,8,14,1402.00,200.29
AW00015068,4069,Jessica Barnes,44,"40s",New comer,1,5,5,81,2013-05-05,0,0,81.00,0
AW00015069,4070,Noah Lal,49,"40s",New comer,1,4,4,72,2013-03-03,2,0,72.00,0
AW00015070,4071,Alfredo Navarro,50,"50+",Standard,2,4,4,2771,2013-09-19,7,15,1385.50,184.73
AW00015071,4072,Krista Gutierrez,43,"40s",Standard,2,2,2,2747,2013-09-19,7,15,1373.50,183.13
AW00015072,4073,Whitney Subram,49,"40s",Standard,2,3,3,2756,2013-09-23,7,15,1378.00,183.73
AW00015073,4074,Tasha Chander,44,"40s",Standard,2,2,2,4143,2013-08-21,8,20,2071.50,207.15
AW00015074,4075,Elizabeth Perry,99,"50+",New comer,1,2,2,86,2014-01-19,3,0,86.00,0
AW00015075,4076,Alexa Kelly,99,"50+",New comer,2,3,3,75,2013-11-17,5,8,37.50,9.38
AW00015076,4077,Sheila Ramos,50,"50+",New comer,1,3,3,96,2013-12-18,4,0,96.00,0
AW00015077,4078,Dominique Lopez,50,"50+",VIP,3,7,7,6673,2013-12-19,4,28,2224.33,238.32
AW00015078,4079,Jacob Wilson,44,"40s",VIP,3,4,4,6675,2013-12-25,4,28,2225.00,238.39
AW00015079,4080,Jose Martin,50,"50+",Standard,2,3,3,2732,2013-09-16,7,14,1366.00,195.14
AW00015080,4081,Evelyn Chandra,39,"30s",VIP,3,6,6,8305,2013-07-09,10,18,2768.33,461.39
AW00015081,4082,Daisy Munoz,49,"40s",VIP,2,3,3,5900,2013-12-20,4,28,2950.00,210.71
AW00015082,4083,Kelvin Lal,50,"50+",New comer,3,7,8,7069,2013-06-04,11,11,2356.33,642.64
AW00015083,4084,Teresa Gutierrez,50,"50+",VIP,2,4,4,5888,2013-11-29,5,26,2944.00,226.46
AW00015084,4085,Adrienne Serrano,44,"40s",VIP,3,7,7,7000,2013-07-27,9,18,2333.33,388.89
AW00015085,4086,Kristin Jai,50,"50+",New comer,3,6,6,7229,2013-07-13,9,11,2409.67,657.18
AW00015086,4087,Latasha Dominguez,45,"40s",VIP,3,9,9,6959,2013-08-23,8,13,2319.67,535.31
AW00015087,4088,Robin Sanz,45,"40s",VIP,2,4,4,5917,2013-12-27,4,27,2958.50,219.15
AW00015088,4089,Colleen Cai,45,"40s",VIP,2,5,5,5896,2013-12-27,4,27,2948.00,218.37
AW00015089,4090,Martin Prasad,50,"50+",VIP,2,3,3,5895,2013-12-12,5,26,2947.50,226.73
AW00015090,4091,Troy Mehta,55,"50+",New comer,1,2,2,164,2013-07-23,9,0,164.00,0
AW00015091,4092,Jermaine Madan,51,"50+",New comer,1,2,2,40,2013-05-06,0,0,40.00,0
AW00015092,4093,Adrian Morris,65,"50+",New comer,1,2,2,37,2013-04-18,0,0,37.00,0
AW00015093,4094,Johnny Moyer,75,"50+",VIP,3,7,7,7265,2013-11-10,6,15,2421.67,484.33
AW00015094,4095,Wendy Ortega,70,"50+",VIP,3,6,7,7109,2013-11-17,5,16,2369.67,444.31
AW00015095,4096,Jodi Shan,74,"50+",VIP,3,6,6,7255,2013-12-09,5,16,2418.33,453.44
AW00015096,4097,Gary Schare,74,"50+",New comer,1,1,1,70,2013-09-18,7,0,70.00,0
AW00015097,4098,Morgan Bennett,74,"50+",VIP,3,9,9,8377,2013-08-03,9,22,2792.33,380.77
AW00015098,4099,Diana Sanz,73,"50+",New comer,1,3,3,39,2013-07-25,9,0,39.00,0
AW00015099,4100,Alvin Ma,73,"50+",New comer,1,3,3,91,2013-06-13,10,0,91.00,0
AW00015100,4101,Brenda Chandra,72,"50+",VIP,3,6,6,6953,2013-07-07,10,18,2317.67,386.28
AW00015101,4102,Shawn Shan,73,"50+",VIP,3,7,7,6944,2013-07-19,9,18,2314.67,385.78
AW00015102,4103,Allen Malhotra,73,"50+",New comer,2,6,6,97,2013-11-25,5,1,48.50,97.00
AW00015103,4104,Jonathan Lopez,66,"50+",New comer,2,6,6,108,2013-12-04,5,9,54.00,12.00
AW00015104,4105,Ashley Thompson,55,"50+",New comer,1,1,1,70,2013-07-20,9,0,70.00,0
AW00015105,4106,Tina Rana,54,"50+",New comer,1,2,2,120,2013-03-02,2,0,120.00,0
AW00015106,4107,Shannon Navarro,54,"50+",VIP,3,8,8,8421,2013-08-14,8,22,2807.00,382.77
AW00015107,4108,Roy Saunders,66,"50+",New comer,1,1,1,70,2013-03-26,1,0,70.00,0
AW00015108,4109,Colleen Gao,66,"50+",New comer,2,7,7,211,2013-10-06,7,3,105.50,70.33
AW00015109,4110,Meghan Carlson,50,"50+",New comer,1,2,2,120,2013-06-13,10,0,120.00,0
AW00015110,4111,Janelle Prasad,67,"50+",New comer,1,1,1,70,2013-12-27,4,0,70.00,0
AW00015111,4112,Leah Huang,62,"50+",New comer,1,2,2,79,2014-01-16,3,0,79.00,0
AW00015112,4113,Alicia Luo,62,"50+",New comer,1,2,2,94,2013-02-11,3,0,94.00,0
AW00015113,4114,Robert Smith,62,"50+",New comer,1,2,2,120,2014-01-19,3,0,120.00,0
AW00015114,4115,Erika Munoz,68,"50+",VIP,3,7,7,6919,2013-07-22,9,18,2306.33,384.39
AW00015115,4116,Christian Patterson,69,"50+",New comer,1,2,2,94,2013-07-10,10,0,94.00,0
AW00015116,4117,Mackenzie Ramirez,64,"50+",VIP,3,7,7,7212,2013-07-09,10,18,2404.00,400.67
AW00015117,4118,Dana Dominguez,70,"50+",VIP,3,8,9,6975,2013-07-29,9,18,2325.00,387.50
AW00015118,4119,Nelson Ortega,70,"50+",VIP,3,5,5,8301,2013-08-20,8,23,2767.00,360.91
AW00015119,4120,Johnny Tang,66,"50+",New comer,2,4,4,69,2013-12-12,5,6,34.50,11.50
AW00015120,4121,Erika Suarez,43,"40s",VIP,3,8,8,5217,2013-11-06,6,12,1739.00,434.75
AW00015121,4122,Brendan Andersen,43,"40s",VIP,3,5,6,5202,2013-12-13,4,13,1734.00,400.15
AW00015122,4123,Abby Raman,42,"40s",VIP,3,6,6,5193,2013-12-14,4,14,1731.00,370.93
AW00015123,4124,Sergio Lopez,44,"40s",New comer,2,4,4,81,2013-11-23,5,3,40.50,27.00
AW00015124,4125,Wendy Hernandez,44,"40s",New comer,2,6,6,122,2013-05-23,11,0,61.00,0
AW00015125,4126,Cory Martinez,44,"40s",New comer,2,4,4,81,2013-12-04,5,9,40.50,9.00
AW00015126,4127,Manuel Sanchez,44,"40s",New comer,2,4,4,86,2013-10-28,6,8,43.00,10.75
AW00015127,4128,Wesley Yang,39,"30s",VIP,3,7,7,5182,2013-12-04,5,13,1727.33,398.62
AW00015128,4129,Angelica Barnes,45,"40s",New comer,2,3,3,77,2013-05-10,0,0,38.50,0
AW00015129,4130,Jennifer Patterson,40,"40s",VIP,3,6,6,5177,2013-12-03,5,13,1725.67,398.23
AW00015130,4131,Roger Ma,40,"40s",VIP,3,7,7,5215,2013-12-06,5,13,1738.33,401.15
AW00015131,4132,Lacey Sun,42,"40s",New comer,2,4,4,81,2013-08-19,8,0,40.50,0
AW00015132,4133,Jenny Pal,46,"40s",New comer,2,6,6,152,2013-11-28,5,4,76.00,38.00
